episode,avg_return_raw,avg_cost_per_step,avg_hold_cost,avg_backlog_cost,avg_smooth_cost,avg_total_cost
251,-421.03293,421.03293,206.33623695373535,198.98304387181997,15.71357925980773,421.03286008536304
252,-195.62024,195.62024,120.04298859834671,59.05788750946522,16.519385735813668,195.6202618436256
253,-283.9315,283.9315,107.3608456812799,158.59487383440137,17.975831288087186,283.93155080376846
254,-234.80609,234.80609,129.50873888283968,89.00268672406673,16.294703741682447,234.80612934858885
255,-285.48364,285.48364,114.72055447846651,151.8358499854803,18.92714670856737,285.4835511725142
256,-340.06744,340.06744,175.3387590199709,153.47225937992334,11.256390721451481,340.0674091213457
257,-333.9077,333.9077,139.31214929372072,178.3358307480812,16.25985851732236,333.9078385591243
258,-244.62337,244.62337,91.72086070477962,136.60791932046413,16.29458094704997,244.62336097229374
259,-223.58461,223.58461,135.81821067631245,72.14159362018108,15.624871990920209,223.58467628741374
260,-332.9574,332.9574,156.62831316888332,163.68052330613136,12.648538083508997,332.95737455852367
261,-249.6457,249.6457,86.21666974574327,148.8274676054716,14.601602251874132,249.64573960308903
262,-187.88823,187.88823,112.24191409349442,61.32974500954151,14.316566906455934,187.88822600949186
263,-202.285,202.285,140.19024385511875,50.340859822928905,11.753900089492289,202.28500376753993
264,-396.64124,396.64124,185.722450427711,194.94010393321514,15.97869873068652,396.64125309161267
265,-222.1138,222.1138,137.97944358363748,67.54663760960102,16.587775785993976,222.11385697923248
266,-260.56937,260.56937,130.44419326633215,116.11802491545677,14.007167115581824,260.56938529737073
267,-167.5414,167.5414,114.25089170783758,39.35617183148861,13.934296558250201,167.5413600975764
268,-387.0368,387.0368,89.82605758309364,280.1889237910509,17.021703834172342,387.0366852083169
269,-357.82098,357.82098,101.60764181613922,238.26316864788532,17.950114559852363,357.8209250238769
270,-234.9424,234.9424,157.77366569638252,64.30535499751568,12.863339395755794,234.942360089654
271,-256.64764,256.64764,161.66162939369678,80.85644555091858,14.129569557916003,256.64764450253136
272,-299.05316,299.05316,143.00899302959442,140.00544250011444,16.038692683171725,299.0531282128806
273,-209.7127,209.7127,155.99898472428322,40.71225159615278,13.001471693711432,209.71270801414744
274,-333.32053,333.32053,133.71404440701008,183.97584079951048,15.630637543423385,333.32052274994396
275,-191.82751,191.82751,100.2197794765234,74.8132189810276,16.794469629778987,191.82746808732998
276,-268.54065,268.54065,108.12302752584219,143.86324230581522,16.554382152622445,268.54065198427986
277,-278.23874,278.23874,163.9697588160634,100.8816831856966,13.387217992628425,278.23865999438846
278,-320.24515,320.24515,123.46036748588085,178.28955341130495,18.495261814537105,320.2451827117229
279,-377.88565,377.88565,157.948031835258,204.42020293325186,15.517550422924803,377.88578519143465
280,-272.44705,272.44705,170.2033208757639,90.37095038592815,11.872807151662464,272.4470784133545
281,-259.2347,259.2347,89.27215407788754,152.69706831872463,17.265516318854836,259.234738715467
282,-212.74625,212.74625,99.70915063843131,96.47912120819092,16.55796262791444,212.74623447453666
283,-193.22783,193.22783,126.77011727169156,49.20543151348829,17.252323271691502,193.22787205687135
284,-212.21107,212.21107,136.8059899881482,60.27294734865427,15.132152338189584,212.21108967499208
285,-214.60364,214.60364,110.47126716375351,87.08156453818083,17.050769409252045,214.60360111118638
286,-555.8848,555.8848,158.2461674809456,378.56883719563484,19.069815077739296,555.8848197543198
287,-257.149,257.149,106.68219192326069,136.13053291290998,14.33629214324312,257.1490169794138
288,-259.28116,259.28116,106.94345692545176,134.95963560789824,17.378005462259093,259.28109799560906
289,-170.16466,170.16466,99.65994957089424,57.3154788762331,13.189253397858087,170.16468184498544
290,-302.95322,302.95322,146.28112596273422,141.1488130390644,15.523200135308793,302.9531391371074
291,-263.04367,263.04367,153.30116497725248,96.76214453577995,12.98036617056926,263.0436756836017
292,-262.75455,262.75455,107.75425775721669,137.63223654031754,17.368007997323616,262.75450229485784
293,-255.1581,255.1581,133.25788163393736,104.62861523777246,17.271610269330765,255.1581071410406
294,-191.51065,191.51065,125.67125128209591,54.74731603264809,11.092095604073787,191.5106629188178
295,-294.436,294.436,194.5032636001706,83.4846775457263,16.44799147132203,294.43593261721895
296,-372.15863,372.15863,186.51412390172482,172.69207346439362,12.952388068984455,372.1585854351029
297,-266.60117,266.60117,138.55941252410412,111.5105182826519,16.531247080688022,266.60117788744407
298,-321.9321,321.9321,204.48481682687998,103.3688176125288,14.078333959587761,321.93196839899656
299,-215.80128,215.80128,94.20183069258928,103.68332940340042,17.916156349279042,215.80131644526875
300,-185.2278,185.2278,146.6840566843748,25.93055820465088,12.613156106068512,185.2277709950942
301,-234.79578,234.79578,128.36242043972015,91.48349948227406,14.949849815970571,234.79576973796478
302,-266.37515,266.37515,223.72155198454857,30.143040277063847,12.510580923784195,266.3751731853966
303,-229.24731,229.24731,95.46372498571873,113.46248362213373,20.321043452640847,229.2472520604933
304,-328.5999,328.5999,160.67389414459467,151.86927136778831,16.056699865559647,328.59986537794265
305,-235.54308,235.54308,149.00624358654022,69.9649912044406,16.571858807473326,235.54309359845413
306,-200.48734,200.48734,141.8913969323039,41.73835302144289,16.857575127323503,200.4873250810703
307,-239.0876,239.0876,127.81601099669933,93.68469461798668,17.586867097524216,239.08757271221023
308,-215.57793,215.57793,100.978893391788,96.35912647843361,18.239868532014597,215.57788840223623
309,-237.82237,237.82237,99.68062064051628,118.70518478006124,19.436591544656917,237.82239696523445
310,-547.83966,547.83966,175.90555109456182,354.219181060791,17.714781331943804,547.8395134872966
311,-256.4917,256.4917,115.15051680803299,121.81689456105232,19.524242718144762,256.4916540872301
312,-221.51506,221.51506,117.0015224441886,87.97694806754589,16.536576210470876,221.51504672220537
313,-160.81003,160.81003,102.85324475169182,40.596496641635895,17.360300138629995,160.81004153195772
314,-224.565,224.565,54.25623605027795,150.54239919781685,19.766335912004724,224.56497116009953
315,-188.6031,188.6031,71.02323999255896,96.16471084207296,21.415209745098913,188.60316057973083
316,-195.56042,195.56042,80.42657364159822,92.56634011119604,22.567561645285366,195.56047539807963
317,-176.22649,176.22649,89.36319762095809,68.80172430723906,18.06153085752891,176.22645278572605
318,-197.79971,197.79971,86.20915556699038,93.65424942225218,17.936304582187514,197.79970957143007
319,-175.37695,175.37695,69.10891345515847,87.64450731873512,18.623545214459256,175.37696598835285
320,-345.03467,345.03467,146.6501760557294,178.53834227472544,19.846176659667012,345.03469499012186
321,-302.62405,302.62405,84.16742900386453,198.67074575275183,19.785845985958503,302.6240207425749
322,-237.37271,237.37271,105.24816669151187,112.86240769177675,19.26211456359675,237.37268894688538
323,-235.17018,235.17018,113.99859255552292,101.4188862144947,19.7526600933839,235.17013886340152
324,-222.882,222.882,70.90932892262936,131.65276634693146,20.319939931485145,222.88203520104597
325,-200.19937,200.19937,102.75661221891642,82.68248471617699,14.760269611905796,200.1993665469992
326,-179.22801,179.22801,83.86560719460249,78.21111521869898,17.15130225725558,179.22802467055703
327,-272.61386,272.61386,134.30497103184462,122.43608198314905,15.872805065138905,272.61385808013256
328,-418.09225,418.09225,158.62158378586173,242.152324937284,17.318384998226378,418.09229372137213
329,-249.94464,249.94464,114.9313707575202,117.15479675680399,17.858474211495054,249.94464172581925
330,-279.3562,279.3562,84.92679543793201,172.81596757471561,21.613406802218986,279.35616981486663
331,-209.95177,209.95177,113.53555005416274,81.87454805523157,14.541635842112722,209.95173395150704
332,-153.45322,153.45322,100.41053609549999,35.41619108617306,17.626491642475653,153.4532188241487
333,-165.25171,165.25171,101.32475313544273,45.904398664832115,18.022542114573554,165.2516939148484
334,-182.22894,182.22894,93.58403771743178,71.72282061725855,16.92207816749936,182.2289365021897
335,-237.8685,237.8685,138.40016864985228,84.22844986617565,15.23990337600129,237.8685218920292
336,-198.98048,198.98048,100.73195502907038,81.71624542027712,16.53228377491181,198.9804842242593
337,-149.3167,149.3167,72.55520835891366,56.88737232983112,19.874127109739376,149.31670779848417
338,-313.97443,313.97443,125.52261351048946,170.51621129363775,17.93556757789721,313.9743923820244
339,-230.84575,230.84575,148.23781715333462,65.12432692945004,17.48360302430202,230.84574710708668
340,-331.86676,331.86676,114.95902889966965,198.48494731634855,18.422798836334884,331.8667750523531
341,-191.10172,191.10172,63.61592939123511,108.66426410898566,18.821608680314547,191.10180218053532
342,-213.86685,213.86685,88.12091463804245,108.70771153271198,17.03822752609486,213.8668536968493
343,-192.83481,192.83481,102.00732342153788,72.90150008350611,17.92599934540206,192.83482285044605
344,-241.13321,241.13321,164.31408853828907,61.25435834378004,15.564860426464046,241.13330730853315
345,-262.38068,262.38068,173.1210252866149,76.19566351175308,13.063996519839298,262.38068531820727
346,-150.14392,150.14392,84.83405604213476,48.63298410177231,16.67685937212265,150.1438995160297
347,-226.675,226.675,140.73598156124353,67.64477978646755,18.29428541626711,226.6750467639782
348,-194.42403,194.42403,114.76379259675741,65.28968389332294,14.37054431184865,194.424020801929
349,-269.2574,269.2574,190.59338324517012,65.73998644948006,12.924000597223204,269.25737029187337
350,-315.8177,315.8177,236.44726603850722,65.99280914664268,13.377543924608284,315.8176191097582
351,-276.6335,276.6335,193.90427608788013,68.35220018774271,14.37711020277618,276.633586478399
352,-204.7059,204.7059,145.71051483601332,45.02766799926758,13.96778443461988,204.70596726990078
353,-277.59048,277.59048,195.2409668713808,67.97102431207895,14.378548348954428,277.5905395324142
354,-229.95111,229.95111,141.97405797243118,74.23909595608711,13.737906053833813,229.95105998235212
355,-229.4091,229.4091,174.84977950155735,40.94484965503216,13.614444287696141,229.40907344428564
356,-218.78075,218.78075,127.77312915027142,75.29381605237722,15.713749712760979,218.7806949154096
357,-305.9933,305.9933,164.02316273376346,124.48715177178383,17.48318978044075,305.993504285988
358,-209.06587,209.06587,139.50311667472124,54.70172464847565,14.861023393512143,209.06586471670903
359,-263.37234,263.37234,128.4826444350183,120.23450736701488,14.65519284730075,263.3723446493339
360,-240.49457,240.49457,143.90896064043045,83.0778144299984,13.507847031697455,240.4946221021263
361,-175.03394,175.03394,77.1402418166399,83.26688881963491,14.626814988194326,175.03394562446914
362,-223.68158,223.68158,133.52511292696,75.17698238790035,14.97951175602644,223.6816070708868
363,-242.7537,242.7537,202.26431319117546,29.224869646131992,11.264518794042138,242.7537016313496
364,-172.52483,172.52483,127.86169145256281,31.762750148773193,12.900364705555232,172.52480630689124
365,-195.46463,195.46463,134.08925147354603,49.077814035117626,12.297529847720027,195.46459535638368
366,-362.91537,362.91537,257.1277811899781,94.1197704076767,11.667802636137573,362.9153542337924
367,-159.17036,159.17036,123.77402836084366,22.84576540440321,12.550602241891273,159.17039600713815
368,-166.77805,166.77805,120.866289883852,33.48801043629646,12.423686234774891,166.77798655492336
369,-257.71826,257.71826,91.00897001475096,150.50878262519836,16.200510843633705,257.71826348358303
370,-205.79884,205.79884,72.45854838192463,115.82033716142178,17.51986939451586,205.79875493786227
371,-218.27487,218.27487,107.26264014095068,93.05308102071285,17.959216094474442,218.27493725613797
372,-208.6801,208.6801,89.84652292728424,101.28305710107088,17.55057185604564,208.68015188440077
373,-211.13745,211.13745,97.55684082955122,98.26326511055231,15.31739115679416,211.1374970968977
374,-182.9336,182.9336,93.1119587905705,76.07313059270382,13.748468256611623,182.93355763988595
375,-289.1876,289.1876,75.66152438521385,193.1608783826232,20.36512557703776,289.1875283448748
376,-184.40143,184.40143,83.81005565822124,81.77718283236027,18.81419226979292,184.40143076037444
377,-191.60089,191.60089,54.23761282116175,118.26286911964417,19.10039496418513,191.60087690499105
378,-227.90471,227.90471,69.06611788272858,140.75165727734566,18.08684576597386,227.9046209260481
379,-277.8289,277.8289,139.43868246674538,124.43361565470695,13.95641597979409,277.8287141012464
380,-346.96768,346.96768,113.98336678929627,216.5232014656067,16.46103006387272,346.9675983187757
381,-205.68918,205.68918,70.65871140360832,115.95014920830727,19.080272031453262,205.68913264336885
382,-175.52208,175.52208,79.33452789485455,78.68592300266027,17.50158644996217,175.52203734747698
383,-244.1072,244.1072,76.55634691566229,148.99312057346106,18.557661222679847,244.1071287118032
384,-235.14177,235.14177,83.95476510375738,127.90678146481514,23.280196317275117,235.14174288584763
385,-178.60716,178.60716,90.89989964663982,72.94176921993494,14.765456577956545,178.6071254445313
386,-207.535,207.535,68.88120406866074,118.90633840858936,19.74749144103709,207.53503391828718
387,-182.14296,182.14296,84.66936670988798,77.28827607631683,20.18527314698474,182.14291593318956
388,-196.69313,196.69313,107.77967171370983,71.38173466920853,17.531692124174594,196.69309850709294
389,-197.53786,197.53786,100.39717046171427,75.89608912914991,21.244572730303496,197.53783232116768
390,-264.31995,264.31995,150.57945124804974,100.14014264941216,13.600346520273185,264.3199404177351
391,-253.90073,253.90073,131.06102436035872,106.22617053240538,16.61353036161988,253.90072525438399
392,-218.30666,218.30666,77.64768811687827,117.32768431305885,23.33123981798097,218.30661224791808
393,-208.78923,208.78923,94.09676359593868,98.41735750436783,16.275130972335234,208.78925207264174
394,-256.05402,256.05402,138.58397440612316,103.56134214252234,13.908680904587492,256.05399745323297
395,-160.89052,160.89052,92.78396274894476,52.322062470018864,15.784520531846514,160.89054575081013
396,-240.20065,240.20065,127.77610615640879,96.17557022720575,16.248923073549353,240.2005994571639
397,-194.32275,194.32275,70.28189158439636,109.61711657047272,14.423707913038458,194.32271606790755
398,-171.79906,171.79906,89.80291869491339,67.78862322121859,14.20748092979336,171.79902284592532
399,-245.18271,245.18271,87.47766949981451,142.32918679714203,15.37585419744032,245.18271049439687
400,-317.06967,317.06967,131.56334048509598,170.56024487689137,14.946212422658121,317.06979778464546
401,-205.33365,205.33365,152.23615796864033,42.52686280012131,10.57060293229828,205.3336237010599
402,-166.78583,166.78583,120.00322806835175,32.229252099990845,14.553373496084259,166.78585366442684
403,-178.72685,178.72685,62.69599016755819,97.0790388584137,18.951801551390098,178.726830577362
404,-182.97148,182.97148,127.55053506791592,43.93013598024845,11.490870245076398,182.97154129324076
405,-163.53035,163.53035,93.11180372536182,54.4730257242918,15.945475329226568,163.53030477888018
406,-189.38028,189.38028,78.12169254943728,93.35100244730711,17.907612519167937,189.38030751591234
407,-283.13577,283.13577,138.468145057559,131.09403099119663,13.573653493672559,283.1358295424282
408,-265.0199,265.0199,148.21373512595892,103.8513845205307,12.954807860312314,265.01992750680193
409,-344.30106,344.30106,147.0630094408989,181.45432364940643,15.783737291729205,344.30107038203454
410,-221.28352,221.28352,158.28861592710018,51.20689499378204,11.788043151069749,221.28355407195198
411,-160.73146,160.73146,123.99351882189512,24.92250395566225,11.815450512733406,160.73147329029078
412,-256.82178,256.82178,162.66019003093243,80.1103600487113,14.051259455047658,256.8218095346914
413,-195.01631,195.01631,155.9132431074977,27.31032958626747,11.792763023845405,195.01633571761056
414,-232.13245,232.13245,146.8005519732833,73.33327377587557,11.998591836159198,232.13241758531805
415,-432.14987,432.14987,249.57527754455805,172.77776335924864,9.796893962866376,432.14993486667305
416,-239.51949,239.51949,152.47613912075758,75.78725800663233,11.256095613237203,239.5194927406271
417,-175.85994,175.85994,126.09422143921256,35.26715300232172,14.498563853310781,175.85993829484505
418,-192.58789,192.58789,142.931037299335,37.049151964485645,12.607687460118001,192.58787672393865
419,-350.51346,350.51346,215.7121265232563,122.4488904774189,12.352472777046266,350.5134897777215
420,-170.75589,170.75589,132.89795902371407,23.49952320754528,14.358402446511516,170.75588467777087
421,-199.50372,199.50372,139.43651723861694,44.684654712677,15.382509557371675,199.5036815086656
422,-230.0146,230.0146,124.69245185703039,90.60808497667313,14.714004081517931,230.01454091522146
423,-217.64853,217.64853,122.99655582010746,79.73607020825148,14.915933756189185,217.64855978454813
424,-230.69684,230.69684,131.55840553343296,84.10777992010117,15.030700209972508,230.69688566350663
425,-202.59848,202.59848,103.5345841422677,82.74505334347486,16.318806384357647,202.59844387010023
426,-216.97894,216.97894,110.43761452287436,90.47364741191268,16.067647531661283,216.97890946644833
427,-199.30106,199.30106,90.6699909940362,93.64387360960245,14.987138100574287,199.30100270421295
428,-257.5914,257.5914,109.91556273400784,132.1893786340952,15.48654042055361,257.59148178865667
429,-160.9205,160.9205,112.95559642463923,36.45356225967407,11.511331245718816,160.92048993003212
430,-210.51741,210.51741,118.46998008340597,76.4278141707182,15.619630310179739,210.5174245643039
431,-200.61368,200.61368,112.1056420430541,72.53368865698576,15.974293768837606,200.61362446887748
432,-257.03857,257.03857,142.56212612986565,100.360332518816,14.116066218843748,257.0385248675254
433,-189.65442,189.65442,97.53344537876546,74.7344174310565,17.38652326108978,189.65438607091176
434,-233.86548,233.86548,110.36955534666777,107.21009117364883,16.28588590102205,233.86553242133866
435,-251.71967,251.71967,177.50620717555285,60.14739320427179,14.066094683811995,251.71969506363664
436,-291.71887,291.71887,177.11483367532492,96.15106739103794,18.452989800109645,291.7188908664725
437,-237.7459,237.7459,120.15580746531487,104.74681016802788,12.843254497087306,237.74587213043006
438,-247.24643,247.24643,88.62857548892498,142.14821222424507,16.469577286167457,247.24636499933752
439,-163.38889,163.38889,99.87313197553158,47.15000789985061,16.365753116931963,163.38889299231414
440,-136.2011,136.2011,71.32638745009899,45.4063645452261,19.468363824151577,136.20111581947666
441,-165.97247,165.97247,103.25097157806158,45.50461723655462,17.216876558389842,165.97246537300606
442,-170.38005,170.38005,97.38903104513884,58.20030556619167,14.790762043390464,170.38009865472097
443,-208.21756,208.21756,82.64612277597189,103.99142766743898,21.57999081570686,208.21754125911772
444,-174.53133,174.53133,103.80333549156785,53.29087075591087,17.437141657388807,174.53134790486752
445,-192.09076,192.09076,94.31046724319458,75.78117810189724,21.999134684417882,192.0907800295097
446,-225.77255,225.77255,109.5430273488164,98.62074849009514,17.60882946775422,225.77260530666575
447,-216.76147,216.76147,89.15597584471107,105.30409578979015,22.301340094644058,216.76141172914527
448,-233.0497,233.0497,63.619100492447615,147.99930445849895,21.431312827022698,233.04971777796928
449,-178.83961,178.83961,78.39667281508446,82.0004508793354,18.44251012124929,178.83963381566915
450,-178.81937,178.81937,54.90943465009332,102.48381927609444,21.42613863497833,178.81939256116607
451,-201.85643,201.85643,69.80455783754587,112.89922340214252,19.152673056263545,201.85645429595195
452,-286.38596,286.38596,126.80687187612057,142.5598677545786,17.01924163064084,286.38598126134
453,-243.89265,243.89265,89.0775575041771,134.67525443434715,20.139815597503002,243.89262753602725
454,-246.56071,246.56071,86.80932600051165,136.79178652912378,22.959615828260713,246.56072835789615
455,-237.1772,237.1772,96.93018919974566,120.31944790482521,19.927596215949496,237.17723332052037
456,-255.39885,255.39885,132.91547755151987,105.55044793337584,16.932870230153974,255.3987957150497
457,-288.9675,288.9675,113.34979928657413,155.19807714223862,20.41956632060292,288.9674427494157
458,-190.0118,190.0118,80.78585190325975,87.6132830157876,21.612691705232592,190.01182662427993
459,-231.2449,231.2449,103.33175501227379,107.31423562765121,20.598902583086126,231.24489322301113
460,-177.99678,177.99678,59.99295051395893,98.1438616886735,19.86001010170363,177.99682230433606
461,-228.72112,228.72112,65.87866014614701,141.86422107368708,20.978260466007036,228.72114168584113
462,-144.89085,144.89085,71.0631545111537,52.75041204690933,21.07730419095621,144.89087074901923
463,-259.57816,259.57816,103.04998137801886,132.499716848135,24.028473159002147,259.578171385156
464,-194.74474,194.74474,85.63355193287134,91.63886947184801,17.472315867251414,194.74473727197076
465,-242.8629,242.8629,126.83963545411825,100.61382348835468,15.409487894872719,242.86294683734565
466,-193.2998,193.2998,107.63987892866135,69.43866254389286,16.221242893271807,193.299784365826
467,-164.29567,164.29567,92.77979724109173,54.67369519919157,16.842173965099953,164.29566640538326
468,-251.29788,251.29788,163.72515965998173,71.67182639241219,15.90088014030152,251.29786619269544
469,-223.42259,223.42259,123.48304266482592,83.96930737793446,15.970274397271114,223.42262444003148
470,-228.79752,228.79752,104.53522591292858,107.88115435093641,16.381043510025403,228.7974237738904
471,-349.3197,349.3197,170.478530138731,162.5031967908144,16.337868980420236,349.31959590996564
472,-139.49925,139.49925,87.25660894066095,33.092115230858326,19.150536597729243,139.4992607692485
473,-182.73816,182.73816,93.11020661517978,70.66964153200388,18.958308453936237,182.7381566011199
474,-191.3064,191.3064,83.0154333487153,88.63570580258965,19.655218696619094,191.30635784792406
475,-150.47412,150.47412,98.86762735620141,36.3668841868639,15.239603130415302,150.4741146734806
476,-182.06076,182.06076,100.10202799737453,69.37392219156027,12.58480868797202,182.06075887690682
477,-204.99258,204.99258,109.09809689968824,79.99318425729871,15.901251001334238,204.99253215832118
478,-283.82498,283.82498,165.68291651457548,103.86653448268771,14.275587667408676,283.82503866467187
479,-148.1305,148.1305,71.18998858332634,60.27396289259195,16.66648273299042,148.13043420890872
480,-298.43533,298.43533,139.36572435498238,143.43624337762594,15.63338303517127,298.4353507677796
481,-245.96143,245.96143,127.76154826581478,100.9481253772974,17.251753687985705,245.9614273310979
482,-223.17876,223.17876,122.19108476489782,84.10336343944073,16.884305888745665,223.17875409308422
483,-204.14876,204.14876,125.37789598852396,65.53728596866131,13.23354969706139,204.14873165424666
484,-205.33153,205.33153,143.94289901852608,46.82382535934448,14.564826002882176,205.33155038075273
485,-244.89572,244.89572,138.29554406553507,93.29656666517258,13.303532267715916,244.89564299842357
486,-188.91557,188.91557,84.88237674534321,83.00115641951561,21.032040647678482,188.9155738125373
487,-255.28275,255.28275,143.07224594056606,95.93725118041039,16.27326844863974,255.28276556961617
488,-181.49953,181.49953,116.65148573368788,49.23323646560311,15.61482457763785,181.49954677692884
489,-264.31046,264.31046,137.54582388699055,113.25053312629461,13.514116489916436,264.3104735032016
490,-169.78217,169.78217,117.88526839017868,38.3787627518177,13.518115523886188,169.78214666588258
491,-278.4003,278.4003,126.72510795295238,134.8680332750082,16.807077427582225,278.4002186555428
492,-200.33835,200.33835,122.94940192997456,65.91067077964544,11.47825075377691,200.3383234633969
493,-173.98737,173.98737,103.44388758018613,53.62100690603256,16.922463616011637,173.98735810223033
494,-181.81375,181.81375,153.87185532599688,16.553396582603455,11.388531901029545,181.81378380962988
495,-227.62521,227.62521,123.77536503970623,90.84193850308657,13.007912874843303,227.6252164176361
496,-144.17778,144.17778,92.35316378995776,37.982818491756916,13.841795073076126,144.1777773547908
497,-236.12682,236.12682,122.54109045863152,96.46647074073553,17.119148175066467,236.12670937443352
498,-181.30565,181.30565,103.88029693439603,63.84331192821264,13.582071359224024,181.3056802218327
499,-163.51425,163.51425,68.0383872911334,80.21013081818819,15.265776542656063,163.51429465197765
500,-232.38133,232.38133,97.04946859925985,118.68234413862228,16.64948096943316,232.3812937073153
